,location,total_sqft,bath,price,BHK
4757,Malleshwaram,900.0,2.0,95.0,2
4758,Malleshwaram,1420.0,2.0,158.0,2
4759,Malleshwaram,2000.0,3.0,250.0,3
4760,Malleshwaram,2215.0,3.0,275.0,3
4762,Malleshwaram,2475.0,4.0,300.0,3
4763,Malleshwaram,2345.0,2.0,293.0,3
4765,Malleshwaram,2215.0,4.0,310.0,3
4766,Malleshwaram,480.0,1.0,60.0,1
4767,Malleshwaram,1290.0,2.0,120.0,2
4768,Malleshwaram,2475.0,4.0,326.0,3
4769,Malleshwaram,2476.0,3.0,337.0,3
4770,Malleshwaram,900.0,2.0,90.0,2
4772,Malleshwaram,2050.0,4.0,270.0,3
4773,Malleshwaram,900.0,2.0,72.0,2
4774,Malleshwaram,620.0,1.0,86.8,1
4775,Malleshwaram,600.0,1.0,68.0,2
4776,Malleshwaram,2475.0,4.0,337.0,3
4777,Malleshwaram,2215.0,3.0,275.0,3
4778,Malleshwaram,2215.0,3.0,330.0,3
4780,Malleshwaram,1020.0,2.0,80.0,2
4781,Malleshwaram,600.0,1.0,90.0,2
4782,Malleshwaram,2200.0,3.0,275.0,3
4783,Malleshwaram,2475.0,4.0,326.0,3
4784,Malleshwaram,1500.0,2.0,140.0,2
4785,Malleshwaram,2475.0,4.0,340.0,3
4786,Malleshwaram,1400.0,2.0,190.0,2
4787,Malleshwaram,2475.0,4.0,300.0,3
4788,Malleshwaram,2400.0,3.0,380.0,3
4789,Malleshwaram,580.0,1.0,45.0,1
4790,Malleshwaram,1410.0,2.0,125.0,2
4793,Marathahalli,1220.0,2.0,57.0,2
4794,Marathahalli,1200.0,2.0,52.0,2
4795,Marathahalli,1200.0,2.0,60.0,2
4796,Marathahalli,1933.0,3.0,140.0,3
4797,Marathahalli,950.0,2.0,46.96,2
4798,Marathahalli,1230.0,2.0,80.0,2
4799,Marathahalli,3800.0,4.0,250.0,4
4800,Marathahalli,1019.0,2.0,49.85,2
4801,Marathahalli,1215.0,2.0,67.0,2
4802,Marathahalli,2181.0,3.0,152.0,4
4803,Marathahalli,1170.0,2.0,53.0,2
4804,Marathahalli,1019.0,2.0,49.86,2
4805,Marathahalli,1325.0,2.0,71.55,2
4806,Marathahalli,1220.0,2.0,56.5,2
4808,Marathahalli,1152.0,2.0,56.0,2
4809,Marathahalli,1610.0,3.0,90.0,3
4810,Marathahalli,1146.0,2.0,70.0,2
4812,Marathahalli,1469.0,3.0,89.0,3
4817,Marathahalli,2519.0,5.0,185.0,4
4819,Marathahalli,957.0,2.0,46.9,2
4820,Marathahalli,1583.0,3.0,105.0,3
4821,Marathahalli,2524.0,5.0,190.0,4
4825,Marathahalli,1071.0,2.0,52.25,2
4826,Marathahalli,1215.0,2.0,58.86,2
4827,Marathahalli,1102.0,2.0,53.67,2
4828,Marathahalli,1900.0,3.0,123.0,3
4829,Marathahalli,1045.0,2.0,60.0,2
4831,Marathahalli,1215.0,2.0,58.86,2
4832,Marathahalli,1365.0,2.0,73.0,2
4837,Marathahalli,1208.0,2.0,70.0,2
4838,Marathahalli,1325.0,1.0,92.0,2
4839,Marathahalli,1525.0,3.0,90.0,3
4840,Marathahalli,1937.0,3.0,140.0,3
4841,Marathahalli,1550.0,3.0,83.0,3
4842,Marathahalli,1350.0,2.0,86.0,2
4843,Marathahalli,957.0,2.0,47.0,2
4845,Marathahalli,1230.0,2.0,57.0,2
4846,Marathahalli,1200.0,2.0,58.0,2
4848,Marathahalli,607.0,1.0,35.0,1
4849,Marathahalli,1583.0,3.0,109.0,3
4850,Marathahalli,1075.0,2.0,52.43,2
4851,Marathahalli,1360.0,2.0,103.0,2
4852,Marathahalli,1220.0,2.0,58.5,2
4853,Marathahalli,950.0,2.0,45.68,2
4854,Marathahalli,615.0,1.0,44.0,1
4855,Marathahalli,1595.0,3.0,90.0,3
4856,Marathahalli,1350.0,2.0,89.0,2
4857,Marathahalli,1020.0,2.0,57.0,2
4858,Marathahalli,1600.0,3.0,88.0,2
4859,Marathahalli,780.0,1.0,55.0,1
4860,Marathahalli,1710.0,3.0,100.0,3
4862,Marathahalli,1358.0,2.0,81.0,2
4863,Marathahalli,1205.0,2.0,75.0,2
4864,Marathahalli,1730.0,3.0,110.0,3
4865,Marathahalli,1583.0,3.0,115.0,3
4866,Marathahalli,1200.0,2.0,67.0,2
4867,Marathahalli,1095.0,2.0,60.0,2
4868,Marathahalli,1060.0,2.0,48.0,2
4869,Marathahalli,1050.0,2.0,65.0,2
4870,Marathahalli,1102.0,2.0,53.67,2
4871,Marathahalli,1026.0,2.0,49.95,2
4874,Marathahalli,1220.0,2.0,59.0,2
4875,Marathahalli,881.0,2.0,48.06,2
4877,Marathahalli,1710.0,3.0,100.0,3
4878,Marathahalli,1680.0,3.0,105.0,3
4879,Marathahalli,1910.0,3.0,119.0,3
4880,Marathahalli,1602.0,2.0,104.0,2
4881,Marathahalli,700.0,1.0,38.0,1
4882,Marathahalli,1469.0,3.0,89.0,3
4884,Marathahalli,1690.0,3.0,116.0,3
4885,Marathahalli,1065.0,2.0,55.0,2
4886,Marathahalli,1693.0,3.0,125.0,3
4887,Marathahalli,1693.0,3.0,125.0,3
4888,Marathahalli,1196.0,2.0,57.9,2
4889,Marathahalli,1595.0,3.0,88.0,3
4890,Marathahalli,2122.0,3.0,125.0,3
4891,Marathahalli,1730.0,3.0,115.0,3
4894,Marathahalli,1125.0,2.0,55.0,2
4895,Marathahalli,1950.0,3.0,115.0,3
4896,Marathahalli,1250.0,2.0,68.0,2
4897,Marathahalli,1125.0,2.0,56.8,2
4898,Marathahalli,1350.0,2.0,90.0,2
4899,Marathahalli,1200.0,2.0,53.0,2
4900,Marathahalli,2500.0,5.0,175.0,4
4901,Marathahalli,957.0,2.0,47.0,2
4904,Marathahalli,1350.0,2.0,60.0,2
4905,Marathahalli,3400.0,4.0,235.0,4
4906,Marathahalli,1350.0,2.0,99.0,2
4908,Marathahalli,1285.0,2.0,55.0,2
4909,Marathahalli,2500.0,5.0,181.0,4
4910,Marathahalli,3800.0,4.0,235.0,4
4911,Marathahalli,3951.0,4.0,230.0,4
4912,Marathahalli,1125.0,2.0,54.8,2
4913,Marathahalli,1700.0,3.0,126.0,3
4915,Marathahalli,1270.0,2.0,73.0,2
4917,Marathahalli,950.0,2.0,46.7,2
4918,Marathahalli,1550.0,3.0,85.0,3
4919,Marathahalli,1019.0,2.0,49.86,2
4920,Marathahalli,1144.0,2.0,65.0,2
4921,Marathahalli,1240.0,2.0,55.0,2
4922,Marathahalli,1100.0,2.0,75.0,1
4923,Marathahalli,1156.0,2.0,52.0,2
4924,Marathahalli,2524.0,5.0,180.0,4
4925,Marathahalli,1135.0,2.0,60.0,2
4926,Marathahalli,1839.0,3.0,130.0,3
4927,Marathahalli,1170.0,2.0,85.0,2
4928,Marathahalli,1102.0,2.0,53.67,2
4929,Marathahalli,1108.0,2.0,60.0,3
4930,Marathahalli,1449.0,3.0,110.0,3
4931,Marathahalli,1360.0,2.0,101.0,2
4932,Marathahalli,1026.0,2.0,50.18,2
4935,Marathahalli,1270.0,2.0,80.0,2
4936,Marathahalli,1100.0,2.0,50.0,2
4937,Marathahalli,1196.0,2.0,57.95,2
4939,Marathahalli,1485.0,2.0,90.0,3
4940,Marathahalli,1146.0,2.0,69.0,2
4941,Margondanahalli,1090.0,2.0,58.0,2
4942,Margondanahalli,1200.0,2.0,58.5,2
4943,Margondanahalli,1200.0,2.0,67.0,2
4945,Margondanahalli,1200.0,1.0,53.0,2
4946,Margondanahalli,1000.0,2.0,57.0,2
4948,Margondanahalli,600.0,2.0,35.0,2
4949,Margondanahalli,1200.0,2.0,69.0,2
4950,Margondanahalli,900.0,2.0,49.0,2
4951,Margondanahalli,1140.0,2.0,60.0,2
4952,Margondanahalli,900.0,2.0,55.0,2
4953,Margondanahalli,1100.0,2.0,55.0,2
4954,Margondanahalli,900.0,2.0,55.0,2
4955,Margondanahalli,1152.0,1.0,66.0,2
4957,Margondanahalli,1200.0,2.0,65.0,2
4958,Margondanahalli,1050.0,2.0,58.0,2
4959,Margondanahalli,1160.0,2.0,65.0,2
4960,Margondanahalli,1334.0,2.0,67.76,2
4961,Munnekollal,1170.0,2.0,52.0,2
4962,Munnekollal,1102.0,2.0,53.67,2
4963,Munnekollal,1390.0,3.0,68.0,3
4964,Munnekollal,1200.0,2.0,49.5,2
4965,Munnekollal,950.0,2.0,46.5,2
4966,Munnekollal,1560.0,3.0,75.0,3
4967,Munnekollal,1750.0,3.0,86.5,3
4968,Munnekollal,1385.0,2.0,66.5,3
4969,Munnekollal,1080.0,2.0,45.0,2
4970,Munnekollal,1170.0,2.0,59.0,2
4972,Munnekollal,1200.0,2.0,57.9,3
4973,Munnekollal,1030.0,2.0,50.36,2
4974,Mysore Road,1175.0,2.0,73.5,2
4975,Mysore Road,1710.0,4.0,91.31,3
4976,Mysore Road,1020.0,2.0,48.95,2
4977,Mysore Road,1175.0,2.0,73.5,2
4978,Mysore Road,1070.0,2.0,45.0,2
4979,Mysore Road,1239.0,2.0,53.0,2
4980,Mysore Road,1060.0,2.0,62.0,2
4981,Mysore Road,980.0,2.0,45.47,2
4982,Mysore Road,883.0,2.0,40.0,2
4983,Mysore Road,1525.0,3.0,96.0,3
4984,Mysore Road,1200.0,2.0,65.0,2
4988,Mysore Road,883.0,2.0,40.95,2
4989,Mysore Road,1070.0,2.0,49.65,2
4991,Mysore Road,883.0,2.0,50.0,2
4992,Mysore Road,1155.0,2.0,51.0,2
4993,Mysore Road,1003.0,2.0,43.0,2
4994,Mysore Road,1237.0,2.0,73.0,2
4995,Mysore Road,883.0,2.0,45.0,2
4996,Mysore Road,1170.0,2.0,65.0,2
4997,Mysore Road,1029.5,2.0,50.855,2
4998,Mysore Road,940.0,2.0,43.61,2
5000,Mysore Road,1020.0,2.0,48.95,2
5001,Mysore Road,1568.0,2.0,100.0,3
5003,Mysore Road,1560.0,2.0,83.3,3
5004,Mysore Road,1175.0,2.0,70.5,2
5005,Mysore Road,1080.0,2.0,60.0,3
5007,Mysore Road,883.0,2.0,37.0,2
5010,Nagarbhavi,1350.0,3.0,150.0,3
5011,Nagarbhavi,1200.0,2.0,150.0,2
5013,Nagarbhavi,2400.0,3.0,160.0,3
5014,Nagarbhavi,884.0,2.0,36.0,1
5015,Nagarbhavi,1055.0,2.0,55.0,2
5017,Nagarbhavi,1223.0,2.0,60.0,2
5018,Nagarbhavi,956.0,2.0,49.0,2
5020,Nagarbhavi,1200.0,2.0,150.0,2
5023,Nagarbhavi,1145.0,2.0,40.0,2
5024,Nagarbhavi,300.0,1.0,20.0,1
5025,Nagarbhavi,1250.0,3.0,175.0,4
5026,Nagarbhavi,710.0,2.0,40.0,1
5028,Nagarbhavi,1212.0,2.0,50.0,2
5029,Nagarbhavi,1020.0,2.0,55.0,2
5031,Nagarbhavi,1120.0,2.0,53.0,2
5033,Nagarbhavi,1146.0,2.0,50.0,2
5035,Nagarbhavi,1190.0,2.0,63.0,2
5037,Nagarbhavi,1050.0,2.0,80.0,2
5038,Nagarbhavi,800.0,3.0,95.0,3
5039,Nagarbhavi,2500.0,3.0,180.0,5
5041,Nagarbhavi,1250.0,3.0,170.0,2
5043,Nagarbhavi,1400.0,2.0,135.0,3
5045,Nagarbhavi,1100.0,2.0,46.2,2
5046,Nagarbhavi,1080.0,2.0,49.0,2
5047,Nagarbhavi,1800.0,3.0,180.0,4
5048,Nagarbhavi,1225.0,2.0,58.0,2
5049,Nagavara,400.0,1.0,14.0,1
5050,Nagavara,2172.65,3.0,120.0,4
5052,Nagavara,2319.0,3.0,180.0,3
5053,Nagavara,2430.0,4.0,180.0,3
5054,Nagavara,936.0,2.0,40.2,2
5055,Nagavara,1125.0,2.0,44.5,2
5056,Nagavara,1315.0,2.0,70.0,2
5057,Nagavara,1077.0,2.0,50.0,2
5058,Nagavara,2496.0,4.0,125.0,4
5059,Nagavara,1110.0,2.0,44.95,2
5060,Nagavara,1247.0,2.0,58.56,2
5061,Nagavarapalya,1392.0,2.0,99.0,2
5062,Nagavarapalya,705.0,1.0,52.5,1
5063,Nagavarapalya,1300.0,3.0,80.0,3
5064,Nagavarapalya,705.0,1.0,57.0,1
5065,Nagavarapalya,705.0,1.0,55.0,1
5066,Nagavarapalya,705.0,1.0,57.0,1
5067,Nagavarapalya,1335.0,2.0,110.0,2
5068,Nagavarapalya,1260.0,2.0,85.5,2
5069,OMBR Layout,2420.0,3.0,185.0,3
5070,OMBR Layout,1078.0,2.0,65.0,2
5071,OMBR Layout,1101.0,2.0,65.5,2
5072,OMBR Layout,1041.0,2.0,65.5,2
5073,OMBR Layout,1300.0,2.0,80.0,2
5074,OMBR Layout,1085.0,2.0,64.0,2
5075,OMBR Layout,1855.0,3.0,145.0,3
5076,OMBR Layout,1050.0,2.0,48.0,2
5078,OMBR Layout,1165.0,2.0,88.5,2
5079,OMBR Layout,1101.0,2.0,66.0,2
5080,OMBR Layout,3400.0,4.0,275.0,4
5082,Old Airport Road,2732.0,4.0,204.0,4
5084,Old Airport Road,3356.0,4.0,251.0,4
5085,Old Airport Road,1206.0,2.0,75.0,2
5086,Old Airport Road,2774.0,4.0,207.0,4
5087,Old Airport Road,2690.0,4.0,191.0,4
5088,Old Airport Road,2690.0,4.0,199.0,4
5089,Old Airport Road,1655.0,2.0,97.65,2
5090,Old Airport Road,1075.0,2.0,60.0,2
5091,Old Airport Road,1858.0,2.0,167.0,3
5092,Old Airport Road,1150.0,2.0,90.0,2
5093,Old Airport Road,2690.0,4.0,191.0,4
5094,Old Airport Road,2658.0,5.0,187.0,4
5095,Old Airport Road,946.0,2.0,58.0,2
5096,Old Airport Road,2774.0,4.0,208.0,4
5097,Old Airport Road,2774.0,4.0,208.0,4
5098,Old Airport Road,3200.0,4.0,280.0,4
5099,Old Airport Road,2690.0,4.0,201.0,4
5100,Old Airport Road,1145.0,2.0,75.0,2
5101,Old Airport Road,2732.0,4.0,194.0,4
5102,Old Airport Road,2658.0,5.0,189.0,4
5103,Old Airport Road,2774.0,4.0,197.0,4
5104,Old Airport Road,3496.0,4.0,262.0,4
5105,Old Airport Road,2774.0,4.0,197.0,4
5106,Old Airport Road,2732.0,4.0,204.0,4
5107,Old Airport Road,1798.0,3.0,150.0,3
5108,Old Airport Road,2774.0,4.0,208.0,4
5109,Old Airport Road,1184.0,2.0,78.0,2
5110,Old Airport Road,3504.0,4.0,262.0,4
5111,Old Airport Road,1055.0,2.0,75.0,2
5112,Old Madras Road,1425.0,2.0,94.0,3
5113,Old Madras Road,3715.0,6.0,224.5,4
5116,Old Madras Road,935.0,2.0,45.0,2
5118,Old Madras Road,1720.0,3.0,100.0,3
5119,Old Madras Road,1200.0,2.0,72.0,2
5120,Old Madras Road,1225.0,2.0,53.55,2
5121,Old Madras Road,1100.0,2.0,70.0,2
5122,Old Madras Road,2760.0,5.0,157.0,3
5123,Old Madras Road,1171.0,2.0,75.0,2
5124,Old Madras Road,935.0,2.0,45.0,2
5125,Old Madras Road,4500.0,7.0,294.0,5
5127,Old Madras Road,1065.0,2.0,47.86,2
5128,Old Madras Road,2010.0,3.0,125.0,4
5130,Old Madras Road,1480.0,2.0,84.0,3
5131,Old Madras Road,2990.0,5.0,210.0,3
5132,Old Madras Road,1210.0,2.0,74.0,2
5133,Old Madras Road,1171.0,2.0,72.0,2
5135,Old Madras Road,1480.0,3.0,95.0,3
5137,Old Madras Road,1210.0,2.0,80.0,2
5138,Old Madras Road,1859.0,3.0,121.0,3
5139,Old Madras Road,2990.0,5.0,173.0,3
5142,Old Madras Road,2300.0,3.0,142.0,3
5144,Old Madras Road,1210.0,2.0,80.0,2
5145,Old Madras Road,1210.0,2.0,77.0,2
5146,Old Madras Road,5020.0,7.0,287.0,5
5148,Old Madras Road,1330.0,2.0,74.0,2
5149,Old Madras Road,1720.0,3.0,106.0,3
5150,Old Madras Road,2640.0,5.0,150.0,3
5151,Old Madras Road,2990.0,3.0,170.0,3
5153,Old Madras Road,1171.0,2.0,73.0,2
5154,Old Madras Road,1630.0,3.0,110.0,3
5155,Old Madras Road,1165.0,2.0,52.0,2
5156,Old Madras Road,2640.0,2.0,170.0,2
5157,Old Madras Road,1165.0,2.0,51.42,2
5158,Padmanabhanagar,1020.0,2.0,63.0,2
5159,Padmanabhanagar,1176.0,2.0,62.0,2
5160,Padmanabhanagar,1258.0,2.0,115.0,2
5162,Padmanabhanagar,1100.0,2.0,65.0,2
5163,Padmanabhanagar,3400.0,3.0,210.0,4
5167,Padmanabhanagar,4500.0,4.0,360.0,3
5168,Padmanabhanagar,1200.0,2.0,60.0,2
5170,Padmanabhanagar,1000.0,1.0,90.0,2
5171,Padmanabhanagar,1067.0,2.0,52.0,2
5175,Padmanabhanagar,1100.0,2.0,60.0,2
5176,Padmanabhanagar,2051.0,3.0,180.0,3
5177,Padmanabhanagar,2051.0,3.0,170.0,3
5178,Pai Layout,1006.0,2.0,35.0,2
5179,Pai Layout,1550.0,2.0,90.0,3
5180,Pai Layout,1050.0,2.0,40.0,2
5181,Pai Layout,1400.0,2.0,67.0,3
5182,Pai Layout,1100.0,2.0,50.0,2
5183,Pai Layout,1255.0,2.0,80.0,2
5184,Pai Layout,1075.0,2.0,35.0,2
5185,Pai Layout,1400.0,2.0,57.5,2
5186,Pai Layout,1175.0,2.0,60.0,2
5187,Pai Layout,810.0,2.0,34.5,2
5188,Pai Layout,1000.0,2.0,34.0,2
5189,Pai Layout,1000.0,2.0,42.0,2
5190,Pai Layout,3800.0,6.0,175.0,6
5191,Pai Layout,1068.0,2.0,48.0,2
5192,Pai Layout,1510.0,2.0,65.0,3
5195,Panathur,1359.0,2.0,87.0,2
5196,Panathur,1438.0,2.0,100.0,2
5197,Panathur,1688.0,3.0,118.0,3
5199,Panathur,1198.0,2.0,77.0,2
5200,Panathur,1180.0,2.0,70.0,2
5201,Panathur,1546.0,3.0,99.0,3
5203,Panathur,1000.0,2.0,65.3,2
5204,Panathur,1109.0,2.0,63.0,2
5205,Panathur,1000.0,2.0,68.0,2
5206,Panathur,1255.0,2.0,79.0,2
5207,Panathur,1205.0,2.0,62.9,2
5208,Panathur,1198.0,2.0,82.0,2
5209,Panathur,1235.0,2.0,65.0,2
5210,Panathur,1210.0,2.0,80.0,2
5211,Panathur,1210.0,2.0,77.0,2
5212,Panathur,661.0,1.0,40.0,1
5213,Panathur,1210.0,2.0,78.0,2
5215,Panathur,1050.0,2.0,60.0,2
5216,Panathur,1398.0,2.0,97.0,2
5217,Panathur,1065.0,2.0,58.0,2
5218,Panathur,1007.0,2.0,64.0,2
5219,Panathur,1210.0,2.0,77.93,2
5220,Panathur,1230.0,2.0,80.0,2
5221,Panathur,980.0,2.0,57.0,2
5222,Panathur,1075.0,2.0,60.0,2
5223,Panathur,1210.0,2.0,69.0,2
5224,Panathur,1343.0,2.0,76.0,2
5225,Parappana Agrahara,1194.0,2.0,47.0,2
5226,Parappana Agrahara,1194.0,2.0,47.0,2
5227,Parappana Agrahara,1194.0,2.0,46.0,2
5228,Parappana Agrahara,1194.0,2.0,47.0,2
5229,Parappana Agrahara,1194.0,2.0,46.0,2
5230,Parappana Agrahara,1194.0,2.0,47.0,2
5231,Parappana Agrahara,1194.0,2.0,47.0,2
5232,Parappana Agrahara,1092.0,2.0,43.0,2
5233,Parappana Agrahara,1194.0,2.0,45.0,2
5234,Parappana Agrahara,1200.0,1.0,45.0,1
5235,Parappana Agrahara,1194.0,2.0,46.0,2
5236,Parappana Agrahara,1194.0,2.0,47.0,2
5237,Parappana Agrahara,1194.0,2.0,47.0,2
5238,Parappana Agrahara,1194.0,2.0,46.0,2
5239,Parappana Agrahara,1194.0,2.0,46.0,2
5240,Poorna Pragna Layout,920.0,2.0,39.55,2
5243,Poorna Pragna Layout,1160.0,2.0,46.39,2
5246,Poorna Pragna Layout,965.0,2.0,48.0,2
5251,Poorna Pragna Layout,1160.0,2.0,46.39,2
5253,Poorna Pragna Layout,1160.0,2.0,46.39,2
5256,Poorna Pragna Layout,960.0,2.0,50.0,2
5259,R.T. Nagar,1200.0,2.0,120.0,2
5261,R.T. Nagar,1040.0,2.0,46.0,2
5262,R.T. Nagar,1235.0,2.0,65.0,2
5263,R.T. Nagar,1140.0,3.0,130.0,3
5264,R.T. Nagar,970.0,2.0,55.0,2
5265,R.T. Nagar,1560.0,3.0,125.0,3
5266,R.T. Nagar,1200.0,2.0,60.0,2
5269,R.T. Nagar,1200.0,3.0,140.0,3
5270,R.T. Nagar,1100.0,3.0,125.0,2
5271,R.T. Nagar,1150.0,2.0,72.0,2
5272,R.T. Nagar,1500.0,4.0,185.0,4
5273,R.T. Nagar,3600.0,8.0,165.0,9
5274,R.T. Nagar,1080.0,2.0,48.0,2
5275,R.T. Nagar,1325.0,2.0,52.0,2
5277,R.T. Nagar,1300.0,3.0,145.0,3
5279,R.T. Nagar,1100.0,2.0,85.0,2
5280,R.T. Nagar,1667.0,3.0,130.0,3
5281,Rachenahalli,1050.0,2.0,52.07,2
5283,Rachenahalli,1050.0,2.0,55.5,2
5285,Rachenahalli,1050.0,2.0,53.5,2
5287,Rachenahalli,1220.0,2.0,59.5,2
5288,Rachenahalli,1050.0,2.0,52.5,2
5290,Rachenahalli,1050.0,2.0,52.1,2
5291,Rachenahalli,1050.0,2.0,53.5,2
5292,Rachenahalli,1113.0,2.0,55.0,2
5293,Rachenahalli,3657.0,5.0,220.0,4
5297,Rachenahalli,680.0,1.0,32.64,1
5298,Rachenahalli,412.5,1.0,19.8,1
5299,Rachenahalli,1050.0,2.0,52.5,2
5302,Rachenahalli,690.0,1.0,39.8,1
5303,Rachenahalli,1050.0,2.0,47.25,2
5304,Rachenahalli,1050.0,2.0,55.5,2
5305,Rachenahalli,985.0,2.0,49.97,2
5306,Rachenahalli,1050.0,2.0,52.5,2
5307,Rachenahalli,1050.0,2.0,52.08,2
5309,Rachenahalli,1050.0,2.0,52.07,2
5311,Rachenahalli,1050.0,2.0,52.08,2
5312,Rachenahalli,985.0,2.0,49.97,2
5313,Rachenahalli,1856.0,3.0,106.0,3
5314,Rachenahalli,1050.0,2.0,52.5,2
5315,Rachenahalli,985.0,2.0,50.17,2
5316,Rachenahalli,2600.0,3.0,160.0,3
5319,Rachenahalli,985.0,2.0,50.17,2
5320,Rachenahalli,1050.0,2.0,52.71,2
5323,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5324,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5325,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5326,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5327,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5328,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5329,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5330,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5331,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5332,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5333,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5334,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5335,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5336,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5337,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5338,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5340,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5341,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5342,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5343,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5346,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5347,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5348,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5349,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5350,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5351,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5352,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5354,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5355,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5356,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5357,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5359,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5360,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5362,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5363,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5364,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5365,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5366,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5368,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5369,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5371,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5372,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5373,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5374,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5375,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5376,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5377,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5378,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5379,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5380,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5381,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5382,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5383,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5384,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5385,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5386,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5388,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5389,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5391,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5392,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5393,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5394,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5395,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5396,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5397,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5398,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5400,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5401,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5403,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5404,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5405,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5406,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5407,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5409,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5410,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5411,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5412,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5414,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5416,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5417,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5418,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5419,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5420,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
